,dataset_name,Tree F1,Tree F1 (normalized),Min F1,Max F1
47,openml__splice__45,0.9237725942998808,0.8652215714512298,0.6791817857646063,0.9618733142768048
48,openml__lymph__10,0.7621935017167216,0.8547857702359233,0.3894275795518031,0.8255203821519611
49,openml__wilt__146820,0.9807825573635852,0.8484899170996387,0.9460632582174084,0.9869821877727016
50,openml__Satellite__167211,0.9929411764705882,0.8478260869565126,0.9852941176470588,0.994313725490196
51,openml__APSFailure__168868,0.9907368421052632,0.8444806960304488,0.9703026315789474,0.9945
52,openml__analcatdata_dmft__3560,0.214374455869417,0.8432396451593539,0.1593779326250816,0.2245984468170374
53,openml__ada_agnostic__3896,0.8467791469922069,0.8366569621084398,0.7917564013973666,0.8575214019732045
54,openml__jannis__168330,0.648107470850685,0.8310568254011383,0.3168587185827954,0.7154460860687684
55,openml__audiology__7,0.6828851001874717,0.8295743871907403,0.206719211951126,0.7807073865967146
56,openml__magic__146206,0.8455835962145111,0.8291279327135904,0.6486330178759201,0.8861724500525762
57,openml__MagicTelescope__3954,0.8458990536277602,0.8283665695720367,0.6515247108307045,0.8861724500525762
58,openml__churn__167141,0.9446,0.8280373831775714,0.8559999999999999,0.963
59,openml__breast-w__15,0.9527536231884058,0.8264558426532986,0.864016563146998,0.9713871635610763
60,openml__JapaneseVowels__3510,0.8704798963195847,0.8210363883990982,0.3237801513256783,0.9896455778993914
61,openml__arrhythmia__5,0.633141756892641,0.8132088810063333,0.3811010993497215,0.6910345782254356
62,openml__fri_c0_100_5__3620,0.8300000000000001,0.8095238095238094,0.49,0.91
63,openml__primary-tumor__146032,0.3757508298375171,0.8079883164152992,0.1081992503422349,0.4393322309307351
64,openml__cylinder-bands__14954,0.7407407407407407,0.7889908256880732,0.4222222222222221,0.825925925925926
65,openml__airlines__189354,0.6489841146885595,0.7803636830734522,0.5691021125127298,0.6714672070302188
66,openml__Australian__146818,0.8362318840579711,0.7747747747747757,0.7115942028985507,0.872463768115942
67,openml__spambase__43,0.918935207016882,0.7745309622467758,0.7920065075921909,0.95588465528624
68,openml__dresses-sales__125920,0.604,0.767441860465116,0.538,0.624
69,openml__glass__40,0.6239884322027179,0.7644162564371407,0.1862785490371696,0.7588852662277032
70,openml__mfeat-factors__12,0.8810443749339492,0.7636708421582377,0.567774145873903,0.9779904481942874
71,openml__Internet-Advertisements__167125,0.967061982546431,0.7569428571428629,0.9423612665025732,0.9749934735585888
72,openml__segment__146822,0.9121150632642608,0.7543965681694006,0.8334315062958633,0.937731499546534
73,openml__pc1__3918,0.9323751023751023,0.7500000000000019,0.9215642915642916,0.935978705978706
74,openml__christine__168908,0.6758913041995485,0.7451071606579166,0.5,0.7360617552571089
75,openml__madelon__9976,0.7646153846153847,0.7429805615550759,0.5,0.8561538461538462
76,openml__diabetes__37,0.7395078605604921,0.7398843930635836,0.6432672590567328,0.7733424470266576
77,openml__socmob__3797,0.9264767616191906,0.7390422710965536,0.8554422788605697,0.9515592203898052
78,openml__phoneme__9952,0.8664054905182447,0.7381293848598786,0.7490733894708017,0.9080321078934755
79,openml__jm1__3904,0.8082680920164208,0.7338876774102712,0.7831870678712256,0.8173626303138335
80,openml__fl2000__3566,0.6786772486772487,0.7270152970473143,0.4329292929292929,0.7709523809523808
81,openml__dermatology__35,0.9440668988132755,0.7145491174648034,0.8533549112136068,0.9803048792179224
82,openml__eeg-eye-state__14951,0.8154873164218959,0.7110679611650486,0.4487983978638185,0.9644859813084112
83,openml__cmc__23,0.5333662004651788,0.7098335250334014,0.461592865110887,0.562705777960297
84,openml__libras__360948,0.3628023081825148,0.7088850605233233,0.239930976217345,0.4132613774455244
85,openml__vehicle__53,0.7073598854893851,0.7075191666566764,0.3916146120239223,0.8378855942751752
86,openml__analcatdata_boxing1__3540,0.7583333333333333,0.6874999999999997,0.575,0.8416666666666668
87,openml__guillermo__168337,0.76495,0.6869743589743593,0.5974999999999999,0.8412499999999999
88,openml__pollen__3735,0.5002590638528138,0.6777502957307248,0.4789441287878787,0.5103936688311688
89,openml__MiniBooNE__168335,0.9085912303032372,0.6591968195642888,0.8357954299936272,0.9462264851035804
90,openml__elevators__3711,0.8325807751802872,0.651490524044579,0.7007046994487898,0.903126792885829
91,openml__yeast__145793,0.59029498894969,0.6460208701339606,0.490196446523687,0.6451427447837514
92,openml__breast-cancer__145799,0.730911330049261,0.6305483028720621,0.6714285714285715,0.7657635467980295
93,openml__tic-tac-toe__49,0.8662390350877193,0.6260679703816213,0.649298245614035,0.995811403508772
94,openml__haberman__42,0.7123655913978495,0.6250000000000003,0.6526881720430108,0.7481720430107527
95,openml__electricity__219,0.8458688678541451,0.620771784746271,0.6948269818410896,0.9381400474869308
96,openml__letter__6,0.7612610239197733,0.6200456258726069,0.4180162899860505,0.9715960905864744
97,openml__bank-marketing__14965,0.8990289895862652,0.6132308997222684,0.8830373143914081,0.9091150531389168
98,openml__ldpa__9974,0.6298005454995538,0.6003714470370588,0.1029849426490126,0.980467716772384
99,openml__heart-c__48,0.7786021505376344,0.5948012232415903,0.6531182795698924,0.8640860215053763
100,openml__chess__3952,0.6409676803650467,0.5914924945107385,0.2358922231748782,0.9207283976815936
101,openml__bank-marketing__9899,0.8929447732911369,0.5897508493771341,0.882771689230108,0.9000214889917755
102,openml__kropt__2076,0.6408044311910619,0.5879019149655035,0.2358922231748782,0.92463331706967
103,openml__MiceProtein__146800,0.83970582597933,0.5868863203155128,0.614618081477042,0.9981467764060356
104,openml__heart-h__50,0.7759770114942529,0.5860366713681244,0.6804597701149425,0.8434482758620689
105,openml__scene__3485,0.9268862378976488,0.5795907269266698,0.8421230982019363,0.9883696403872752
106,openml__postoperative-patient-data__146210,0.673611111111111,0.5725190839694654,0.5694444444444444,0.7513888888888889
107,openml__ionosphere__145984,0.8973015873015873,0.5605442176870742,0.8319047619047619,0.9485714285714286
108,openml__pendigits__32,0.9580881951375584,0.5588718612414237,0.9102885547103384,0.9958173561086454
109,openml__Amazon_employee_access__34539,0.9422319898593928,0.5584362328428584,0.9304221564215462,0.951570199373068
110,openml__dna__167140,0.9173401539451288,0.5577995845578265,0.8631901889447281,0.9602680041663476
111,openml__fri_c3_100_5__3779,0.76,0.5517241379310345,0.6,0.89
112,openml__vowel__3022,0.795184590169814,0.5513306285509983,0.5634092195550668,0.9838019178963452
113,openml__numerai28.6__167120,0.5154796511627907,0.5508274231678505,0.5082225913621262,0.5213974252491694
114,openml__pc4__3902,0.8929900803023146,0.5502459592410405,0.8744969296173831,0.9081058101086444
115,openml__robert__168332,0.2761738009761518,0.5404028544155641,0.0179537266947472,0.4957825763603637
116,openml__satimage__2074,0.859564439487549,0.5297912468225291,0.7944041830939931,0.9173965065503742
117,openml__artificial-characters__14964,0.6448239487629468,0.5264512292684943,0.30057488363056,0.9544798343526276
118,openml__wdbc__9946,0.9262531328320802,0.5204613095238098,0.8824248120300752,0.9666353383458648
119,openml__hepatitis__54,0.7862500000000001,0.5182926829268297,0.7154166666666667,0.8520833333333334
120,openml__eye_movements__3897,0.5815414946095547,0.516094088886854,0.3878210999486872,0.7631797774307264
121,openml__connect-4__146195,0.6992326849083295,0.5054004435348741,0.5372935768676813,0.8577110005407056
122,openml__GesturePhaseSegmentationProcessed__14969,0.5049816629476882,0.5029822364317412,0.3228120694966052,0.6849910496996265
123,openml__higgs__146606,0.6853034166241713,0.4889508928571419,0.6406221315655278,0.7320040795512494
124,openml__first-order-theorem-proving__9985,0.5170931136205865,0.4788164938277435,0.4325200105548681,0.6091494795809371
125,openml__visualizing_environmental__3602,0.6303030303030303,0.4744525547445252,0.5318181818181817,0.7393939393939395
126,openml__fertility__9984,0.8,0.4666666666666663,0.7300000000000001,0.8800000000000001
127,openml__blood-transfusion-service-center__10101,0.7701441441441441,0.4634525660964216,0.754036036036036,0.7887927927927929
128,openml__PhishingWebsites__14952,0.9481680344971484,0.4606081111160549,0.9270028556700188,0.972953368299608
129,openml__qsar-biodeg__9957,0.8360197663971249,0.4540420819490589,0.8028661275831087,0.8758849955076371
130,openml__Bioresponse__9910,0.7637929078014185,0.4513531648400824,0.7365999999999999,0.7968475177304964
131,openml__Census-Income__168340,0.9513406927983146,0.4493333532394038,0.9453698004595016,0.958658135936418
132,openml__profb__3561,0.6576382791922739,0.4236725663716815,0.6071992976294995,0.7262510974539069
133,openml__Click_prediction_small__190408,0.8344097184575361,0.4050157083003137,0.8315810637107101,0.8385651255356125
134,openml__gina_agnostic__3891,0.8612883343605804,0.3900462836322261,0.8019065149672668,0.9541495227465808
135,openml__sonar__39,0.6830952380952381,0.3671383647798745,0.5719047619047618,0.8747619047619046
136,openml__credit-g__31,0.72,0.3380281690140845,0.696,0.767
137,openml__ilpd__9971,0.670864991233197,0.3013698630136991,0.6515780245470485,0.7155756867329047
138,openml__kc2__3913,0.8102685050798257,0.2987997473152225,0.7931059506531205,0.8505442670537009
139,openml__lung-cancer__146024,0.2958333333333333,0.2703045685279187,0.2366666666666666,0.4555555555555555
140,openml__pc3__3903,0.8912461211824269,0.2630339724184278,0.8880532418748979,0.9001918993957212
141,openml__SpeedDating__146607,0.8438750167520667,0.2596907492369575,0.8343283348018125,0.8710900676640918
142,openml__nomao__9977,0.9530247941593292,0.2516010481564807,0.9462065139957848,0.9733060837849528
143,openml__synthetic_control__3512,0.9091700990314532,0.2272280659631539,0.8834448149553145,0.996658312447786
144,openml__volkert__168331,0.5524629061171485,0.2208265348451873,0.5096471260602286,0.7035358726591662
145,openml__mfeat-fourier__14,0.7482045094441042,0.2178304444317878,0.7160319824268679,0.8637272556985106
146,openml__one-hundred-plants-texture__9956,0.1749841369555049,0.1876717379351012,0.0240324811161083,0.8283712563641809
147,openml__kc1__3917,0.8473188896411645,0.1820017306028271,0.8444707740916272,0.8601196118257729
148,openml__jungle_chess_2pcs_raw_endgame_complete__167119,0.8148185270096707,0.1769941673856191,0.7969209682309426,0.8980404516754705
149,openml__jasmine__168911,0.7831788287580526,0.1011615758097211,0.7794841866624768,0.816006374716617
150,openml__dilbert__168909,0.7956665950415827,0.0409479464557877,0.7874588277639837,0.9879027568987708
151,openml__hill-valley__145847,0.5139953935781059,0.0258022580508412,0.5016257959626067,0.9810256062864112
152,openml__LED-display-domain-7digit__125921,0.6973552003552004,0.0089368326159242,0.6970463203463203,0.7316089022089022
153,openml__balance-scale__11,0.7756967704913074,0.0,0.7756967704913074,0.9893091885791376
154,openml__fabert__168910,0.2669655321317066,0.0,0.2669655321317066,0.7059514571855094
155,openml__har__14970,0.9360482248375468,0.0,0.9360482248375468,0.9914551082072262
156,openml__CIFAR_10__167124,0.2953870295691256,0.0,0.2953870295691256,0.5477756567771431
157,openml__mfeat-karhunen__16,0.8071181132180753,0.0,0.8071181132180753,0.981983189681521
158,openml__mfeat-pixel__146824,0.8753820241308427,0.0,0.8753820241308427,0.9824860086426196
159,openml__mfeat-zernike__22,0.6804770137006584,0.0,0.6804770137006584,0.8924499558532728
160,openml__mnist_784__3573,0.8671431345795769,0.0,0.8671431345795769,0.9820940948388556
161,openml__optdigits__28,0.894652557529945,0.0,0.894652557529945,0.9918201554314086
162,openml__analcatdata_authorship__3549,0.9338565038030404,0.0,0.9338565038030404,0.9976232528964332
163,openml__ozone-level-8hr__9978,0.931723257912919,0.0,0.931723257912919,0.942773334163269
164,openml__texture__125922,0.9175026452083752,0.0,0.9175026452083752,0.9989089818072716
165,openml__cnae-9__9981,0.7349557749202823,0.0,0.7349557749202823,0.954565358420431
166,openml__riccardo__168338,0.87525,0.0,0.87525,0.99735
167,openml__climate-model-simulation-crashes__146819,0.9074074074074074,0.0,0.9074074074074074,0.9574074074074076
168,openml__semeion__9964,0.7536201260041938,0.0,0.7536201260041938,0.9585294256700908
169,openml__isolet__3481,0.8111613063223722,0.0,0.8111613063223722,0.9733379114214884
